wb_id,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,gene_names,gene_name,score,human_symbol
WBGene000009361,7.35905053243845e-141,0.0359911819665136,0.051,0.017,1.359584585868e-136,Motor,WBGene00000936,NA,WBGene000009361,0.034,BMP2
WBGene000159341,1.39707762816741e-140,0.0517147070727263,0.099,0.05,2.58110091803929e-136,Motor,WBGene00015934,NA,WBGene000159341,0.049,ONECUT2
WBGene000001211,1.59948395269678e-140,0.0412608825030596,0.065,0.026,2.95504660260731e-136,Motor,WBGene00000121,NA,WBGene000001211,0.039,ALYREF
WBGene00000238,9.97270722519123e-140,0.0171875258126565,0.016,0.001,1.84245765985408e-135,Motor,WBGene00000238,bar-1,WBGene00000238,0.015,JUP
WBGene00011771,1.02086229333756e-139,0.0571409863012313,0.095,0.047,1.88604308694114e-135,Motor,WBGene00011771,T14G8.3,WBGene00011771,0.048,HYOU1
WBGene00235387,1.11614884625821e-139,0.0378560600592841,0.059,0.022,2.06208499346204e-135,Motor,WBGene00235387,W04C9.8,WBGene00235387,0.037,
WBGene00011736,2.59597336018745e-139,0.0214591038190298,0.023,0.003,4.79606078294631e-135,Motor,WBGene00011736,T12D8.9,WBGene00011736,0.02,
WBGene000119771,1.05226998517051e-138,0.0756546084958616,0.2,0.129,1.94406879760253e-134,Motor,WBGene00011977,NA,WBGene000119771,0.071,
WBGene00010620,2.87599857886879e-138,0.045055552852207,0.07,0.03,5.3134073744601e-134,Motor,WBGene00010620,K07A12.1,WBGene00010620,0.04,TCF25
WBGene000086041,6.34460121015398e-138,0.0389832396674934,0.059,0.023,1.17216507357595e-133,Motor,WBGene00008604,NA,WBGene000086041,0.036,GLIPR2
WBGene00077761,8.1165787912256e-138,0.0349738289905921,0.047,0.015,1.49953793167893e-133,Motor,WBGene00077761,zip-9,WBGene00077761,0.032,
WBGene00003072,1.06101038995133e-137,0.043778048014156,0.069,0.029,1.96021669543508e-133,Motor,WBGene00003072,lrp-2,WBGene00003072,0.04,LRP3
WBGene00017326,1.78475581658718e-137,0.0670218251942168,0.032,0.007,3.29733637114481e-133,Motor,WBGene00017326,dmd-5,WBGene00017326,0.025,DMRT2
WBGene00006751,1.98811262556161e-137,0.0555553895781437,0.104,0.053,3.67303807572508e-133,Motor,WBGene00006751,unc-11,WBGene00006751,0.051,PICALM
WBGene000042661,2.33778893251116e-137,0.0841341594036958,0.257,0.179,4.31906505281436e-133,Motor,WBGene00004266,NA,WBGene000042661,0.078,RAB1A
WBGene00008148,3.05004118908156e-137,0.0266011370997823,0.034,0.008,5.63495109682818e-133,Motor,WBGene00008148,C47E12.3,WBGene00008148,0.026,EDEM1
WBGene00010756,3.05587578834433e-137,0.0580642491507765,0.12,0.065,5.64573051896614e-133,Motor,WBGene00010756,K10G9.2,WBGene00010756,0.055,
WBGene000214521,3.12558585700898e-137,0.0265317801597799,0.031,0.007,5.77451987082409e-133,Motor,WBGene00021452,NA,WBGene000214521,0.024,
WBGene000120341,5.52508045038029e-137,0.0466218978998453,0.039,0.011,1.02075861320776e-132,Motor,WBGene00012034,NA,WBGene000120341,0.028,
WBGene00003954,8.56470167571809e-137,0.077626207093358,0.186,0.119,1.58232863458892e-132,Motor,WBGene00003954,pcm-1,WBGene00003954,0.067,PCMT1
WBGene000169791,1.01677067710324e-136,0.0596573371488063,0.061,0.024,1.87848382594823e-132,Motor,WBGene00016979,NA,WBGene000169791,0.037,
WBGene000087451,1.04612228436231e-136,0.0751025385549852,0.189,0.121,1.93271092035938e-132,Motor,WBGene00008745,NA,WBGene000087451,0.068,TPD52
WBGene000113081,1.27592916405389e-136,0.0431996893065618,0.073,0.032,2.35727913058956e-132,Motor,WBGene00011308,NA,WBGene000113081,0.041,PNN
WBGene000030851,5.94118796328682e-136,0.0585520511318439,0.133,0.075,1.09763447621724e-131,Motor,WBGene00003085,NA,WBGene000030851,0.058,CCAR2
WBGene000153011,1.11812928574224e-135,0.037645737827685,0.058,0.022,2.06574385540879e-131,Motor,WBGene00015301,NA,WBGene000153011,0.036,ANKRD13C
WBGene000001841,1.24735308279685e-135,0.0384294195016384,0.064,0.026,2.30448482046717e-131,Motor,WBGene00000184,NA,WBGene000001841,0.038,ARF6
WBGene00045418,1.4965566771172e-135,0.0416699683048731,0.07,0.03,2.76488846097403e-131,Motor,WBGene00045418,F15B9.10,WBGene00045418,0.04,
WBGene00013711,3.52738556690183e-135,0.0732471667170074,0.129,0.074,6.51684483485113e-131,Motor,WBGene00013711,Y106G6G.2,WBGene00013711,0.055,ARFGEF3
WBGene000043701,8.16478391527589e-135,0.0509503623358248,0.114,0.061,1.50844382834722e-130,Motor,WBGene00004370,NA,WBGene000043701,0.053,HMCN1
WBGene00016538,2.80187082429672e-134,0.0506672689148895,0.107,0.055,5.17645634788818e-130,Motor,WBGene00016538,C39F7.1,WBGene00016538,0.052,
WBGene000077461,2.85937716964432e-134,0.0429522945891234,0.064,0.026,5.28269932091788e-130,Motor,WBGene00007746,NA,WBGene000077461,0.038,
WBGene000032251,5.36793385180723e-134,0.0622633274582594,0.151,0.09,9.91725779121387e-130,Motor,WBGene00003225,NA,WBGene000032251,0.061,SDHC
WBGene000113371,7.6963966407761e-134,0.0760455635348166,0.192,0.124,1.42190927938338e-129,Motor,WBGene00011337,NA,WBGene000113371,0.068,
WBGene00019774,1.92752071189282e-133,0.0407029107492538,0.06,0.024,3.56109451522198e-129,Motor,WBGene00019774,M04G7.3,WBGene00019774,0.036,
WBGene00007548,3.2052516249523e-133,0.0357709740140679,0.055,0.02,5.92170237709937e-129,Motor,WBGene00007548,C13C4.4,WBGene00007548,0.035,LHPP
WBGene00003045,9.59460617641112e-133,0.0493779561804552,0.095,0.047,1.77260349109195e-128,Motor,WBGene00003045,lir-2,WBGene00003045,0.048,
WBGene00010785,2.71283482525606e-132,0.0434194502423658,0.079,0.036,5.01196233966056e-128,Motor,WBGene00010785,top-2,WBGene00010785,0.043,TOP2A
WBGene00013273,4.66863080129218e-132,0.0660575797342315,0.138,0.081,8.62529540538731e-128,Motor,WBGene00013273,marc-5,WBGene00013273,0.057,March8
WBGene00021893,8.30550983122424e-132,0.0188716590384763,0.019,0.002,1.53444294131868e-127,Motor,WBGene00021893,ndnf-1,WBGene00021893,0.017,NDNF
WBGene00001455,1.27554546084012e-131,0.283009281094717,0.066,0.029,2.35657023890212e-127,Motor,WBGene00001455,flp-12,WBGene00001455,0.037,
WBGene00019748,3.74985828322834e-131,0.0382820641826883,0.058,0.023,6.92786317826435e-127,Motor,WBGene00019748,atg-2,WBGene00019748,0.035,ATG2A
WBGene000043021,4.58293172668552e-131,0.103441264492731,0.246,0.172,8.46696636505151e-127,Motor,WBGene00004302,NA,WBGene000043021,0.074,RAN
WBGene00009594,5.14944899783587e-131,0.0515453125993218,0.106,0.055,9.51360702350177e-127,Motor,WBGene00009594,cyld-1,WBGene00009594,0.051,CYLD
WBGene000069411,5.42224503850816e-131,0.0503170169808481,0.099,0.051,1.00175977086438e-126,Motor,WBGene00006941,NA,WBGene000069411,0.048,WNK1
WBGene00219218,5.67757148882719e-131,0.0180832923561261,0.018,0.001,1.04893133256082e-126,Motor,WBGene00219218,Y73B6BL.288,WBGene00219218,0.017,
WBGene000156191,7.24894172149782e-131,0.0630264897019355,0.223,0.145,1.33924198304672e-126,Motor,WBGene00015619,NA,WBGene000156191,0.078,
WBGene000005451,1.05940155076493e-130,0.0612371787035377,0.14,0.081,1.9572443650382e-126,Motor,WBGene00000545,NA,WBGene000005451,0.059,CAPN8
WBGene000159201,1.07231382623264e-130,0.0415599197933767,0.068,0.029,1.9810997939648e-126,Motor,WBGene00015920,NA,WBGene000159201,0.039,EIF3L
WBGene000166501,1.39540615498317e-130,0.0551123479611048,0.112,0.06,2.5780128713314e-126,Motor,WBGene00016650,NA,WBGene000166501,0.052,UBR4
WBGene00013842,2.32427857475813e-130,0.0250235626186969,0.031,0.007,4.29410466686564e-126,Motor,WBGene00013842,,WBGene00013842,0.024,
WBGene000070301,2.5185841230938e-130,0.0687548670321642,0.194,0.126,4.6530841674158e-126,Motor,WBGene00007030,NA,WBGene000070301,0.068,EPC2
WBGene00001159,4.71910435151184e-130,0.0174990262347962,0.019,0.002,8.71854528941812e-126,Motor,WBGene00001159,eff-1,WBGene00001159,0.017,
WBGene000021781,1.12400217982206e-129,0.0606936493707275,0.121,0.067,2.07659402722125e-125,Motor,WBGene00002178,NA,WBGene000021781,0.054,MAPK10
WBGene000171841,1.76938165988223e-129,0.0595001485239065,0.148,0.087,3.26893261663242e-125,Motor,WBGene00017184,NA,WBGene000171841,0.061,TTN
WBGene00004959,2.03650902462931e-129,0.0292358425507797,0.036,0.01,3.76245042300266e-125,Motor,WBGene00004959,spe-5,WBGene00004959,0.026,ATP6V1B2
WBGene000109811,2.80405552516402e-129,0.0459306048146225,0.088,0.043,5.18049258274053e-125,Motor,WBGene00010981,NA,WBGene000109811,0.045,
WBGene00000224,3.01972765263049e-129,0.0587418034327176,0.126,0.072,5.57894683823482e-125,Motor,WBGene00000224,atgp-1,WBGene00000224,0.054,SLC3A1
WBGene00010039,6.04061571230974e-129,0.0219839307133888,0.026,0.005,1.11600375284922e-124,Motor,WBGene00010039,F54C8.6,WBGene00010039,0.021,
WBGene00017320,7.03451814702027e-129,0.0496024010706706,0.101,0.052,1.29962722766199e-124,Motor,WBGene00017320,F09G8.5,WBGene00017320,0.049,CFAP410
WBGene000069611,7.52608006583265e-129,0.0546096447592065,0.115,0.063,1.39044329216258e-124,Motor,WBGene00006961,NA,WBGene000069611,0.052,ATRX
WBGene000118541,8.49028225601781e-129,0.115454445560904,0.117,0.066,1.56857964679929e-124,Motor,WBGene00011854,NA,WBGene000118541,0.051,
WBGene000079701,2.29979400919214e-128,0.0487993812783123,0.089,0.044,4.24886943198248e-124,Motor,WBGene00007970,NA,WBGene000079701,0.045,
WBGene000140211,2.51004196067205e-128,0.0522467396593555,0.101,0.052,4.63730252234161e-124,Motor,WBGene00014021,NA,WBGene000140211,0.049,SVOP
WBGene00009848,3.31569460294296e-128,0.0191242617184526,0.021,0.003,6.12574577893712e-124,Motor,WBGene00009848,F48F5.6,WBGene00009848,0.018,
WBGene00015978,3.41399169374909e-128,0.049429033909383,0.083,0.04,6.30734965420144e-124,Motor,WBGene00015978,C18F10.7,WBGene00015978,0.043,ANKRD13A
WBGene00000466,4.66641546723942e-128,0.0478001866515333,0.096,0.049,8.62120257572482e-124,Motor,WBGene00000466,cel-1,WBGene00000466,0.047,RNGTT
WBGene002848441,2.38571782434757e-127,0.0542633477683648,0.123,0.069,4.40761368048214e-123,Motor,WBGene00284844,NA,WBGene002848441,0.054,
WBGene000035661,2.88722239717624e-127,0.036063411265526,0.054,0.02,5.3341433787831e-123,Motor,WBGene00003566,NA,WBGene000035661,0.034,SLC8A2
WBGene00010244,3.54168098910456e-127,0.064237641189742,0.13,0.075,6.54325562737068e-123,Motor,WBGene00010244,F58D5.5,WBGene00010244,0.055,
WBGene00007924,4.5092138142708e-127,0.0358844064982846,0.055,0.021,8.33077252186531e-123,Motor,WBGene00007924,rsu-1,WBGene00007924,0.034,RSU1
WBGene00003405,7.9741497367605e-127,0.0198753448021129,0.022,0.003,1.4732241638665e-122,Motor,WBGene00003405,mre-11,WBGene00003405,0.019,MRE11
WBGene00008644,8.27798330647584e-127,0.0173607881153692,0.018,0.002,1.52935741587141e-122,Motor,WBGene00008644,F10C2.3,WBGene00008644,0.016,
WBGene00000057,5.11576765503912e-126,0.0247532877052659,0.031,0.007,9.45138074268476e-122,Motor,WBGene00000057,acr-18,WBGene00000057,0.024,ZACN
WBGene00004254,5.1615105286658e-126,0.0339653460649942,0.052,0.02,9.53589070171006e-122,Motor,WBGene00004254,pxf-1,WBGene00004254,0.032,RAPGEF2
WBGene00043050,6.64339943111428e-126,0.0228267169493494,0.026,0.005,1.22736804489836e-121,Motor,WBGene00043050,oig-4,WBGene00043050,0.021,
WBGene000047741,7.00245107486789e-126,0.0331307956042478,0.05,0.018,1.29370283608184e-121,Motor,WBGene00004774,NA,WBGene000047741,0.032,GRB2
WBGene00009499,7.67373983349382e-126,0.037212139185393,0.06,0.024,1.41772343423798e-121,Motor,WBGene00009499,ent-6,WBGene00009499,0.036,SLC29A1
WBGene00014096,9.18768891616139e-126,0.0490826170200461,0.099,0.051,1.69742552726082e-121,Motor,WBGene00014096,ZK829.7,WBGene00014096,0.048,SORD
WBGene00013345,1.10391131935537e-125,0.0522396061614538,0.11,0.06,2.03947616250905e-121,Motor,WBGene00013345,Y59A8B.8,WBGene00013345,0.05,NAPG
WBGene000187481,1.15727296557414e-125,0.0682289463115823,0.136,0.08,2.13806180389823e-121,Motor,WBGene00018748,NA,WBGene000187481,0.056,
WBGene00017563,1.22908038918431e-125,0.0501686855386473,0.105,0.056,2.27072601901802e-121,Motor,WBGene00017563,F18C5.10,WBGene00017563,0.049,
WBGene000104251,1.31885990735801e-125,0.0478448730954294,0.093,0.048,2.43659367884393e-121,Motor,WBGene00010425,NA,WBGene000104251,0.045,LPIN2
WBGene000088651,1.4155454685329e-125,0.0374148262940339,0.118,0.064,2.61522025311454e-121,Motor,WBGene00008865,NA,WBGene000088651,0.054,
WBGene00001983,2.77077347345334e-125,0.028456339523906,0.036,0.01,5.11900399220505e-121,Motor,WBGene00001983,hoe-1,WBGene00001983,0.026,ELAC2
WBGene000029741,3.12971280592754e-125,0.0255656268797209,0.028,0.006,5.78214440895113e-121,Motor,WBGene00002974,NA,WBGene000029741,0.022,CHRNA6
WBGene000133591,5.94553012412151e-125,0.0330573719056407,0.05,0.018,1.09843669043145e-120,Motor,WBGene00013359,NA,WBGene000133591,0.032,
WBGene00000040,7.68896538173257e-125,0.0247570863565522,0.028,0.006,1.42053635427509e-120,Motor,WBGene00000040,aco-1,WBGene00000040,0.022,ACO1
WBGene00015217,1.03609119054508e-124,0.0412378583595448,0.069,0.031,1.91417847453204e-120,Motor,WBGene00015217,tes-1,WBGene00015217,0.038,TES
WBGene00003007,1.1579917839653e-124,0.0228776261079807,0.027,0.005,2.13938982087589e-120,Motor,WBGene00003007,lin-18,WBGene00003007,0.022,RYK
WBGene00006608,1.93892023445243e-123,0.0450520934221819,0.074,0.034,3.58215513315086e-119,Motor,WBGene00006608,tre-2,WBGene00006608,0.04,TREH
WBGene00022719,2.67119392545923e-123,0.0366906556035512,0.059,0.024,4.93503077728592e-119,Motor,WBGene00022719,pdhk-2,WBGene00022719,0.035,PDK1
WBGene000455071,7.83586677064118e-123,0.0282797655419435,0.036,0.011,1.44767638587596e-118,Motor,WBGene00045507,NA,WBGene000455071,0.025,
WBGene00009540,8.79437012494383e-123,0.0279553730325353,0.034,0.01,1.62475988058337e-118,Motor,WBGene00009540,hlh-31,WBGene00009540,0.024,BHLHE23
WBGene000441561,1.13509062512824e-122,0.0313842956988078,0.036,0.01,2.09707992992442e-118,Motor,WBGene00044156,NA,WBGene000441561,0.026,
WBGene00021305,1.16727174866532e-122,0.0300631642193138,0.041,0.013,2.15653455565918e-118,Motor,WBGene00021305,zig-11,WBGene00021305,0.028,DSCAM
WBGene00017080,1.18282340305177e-122,0.0401425690692346,0.062,0.026,2.18526623713814e-118,Motor,WBGene00017080,lec-12,WBGene00017080,0.036,LGALS9B
WBGene000178981,1.6958272962499e-122,0.0377824961211641,0.051,0.019,3.13304092982169e-118,Motor,WBGene00017898,NA,WBGene000178981,0.032,AKT3
WBGene000002691,2.38138728503342e-122,0.0324170393636714,0.051,0.019,4.39961300909925e-118,Motor,WBGene00000269,NA,WBGene000002691,0.032,B4GALT3
WBGene00006745,4.94259434617888e-122,0.0315129870890033,0.036,0.01,9.13144305456547e-118,Motor,WBGene00006745,unc-5,WBGene00006745,0.026,UNC5C
WBGene00044077,5.38421240311545e-122,0.0494724245854989,0.093,0.048,9.94733241475579e-118,Motor,WBGene00044077,pacs-1,WBGene00044077,0.045,PACS2
WBGene00018523,1.16773335712972e-121,0.0275869936290331,0.038,0.012,2.15738737729715e-117,Motor,WBGene00018523,lact-1,WBGene00018523,0.026,
WBGene00015942,1.18349799908482e-121,0.0418434163114279,0.079,0.037,2.1865125533092e-117,Motor,WBGene00015942,osta-2,WBGene00015942,0.042,
WBGene00006823,4.64219419771207e-121,0.0638525708394211,0.171,0.109,8.57645378027305e-117,Motor,WBGene00006823,unc-94,WBGene00006823,0.062,TMOD1
WBGene000019801,7.02085615396766e-121,0.0566022415107257,0.119,0.068,1.29710317444552e-116,Motor,WBGene00001980,NA,WBGene000019801,0.051,FAT1
WBGene00010967,8.07526321685244e-121,0.0917349150521483,0.278,0.2,1.49190487931349e-116,Motor,WBGene00010967,nduo-5,WBGene00010967,0.078,MT-ND5
WBGene00236789,8.62300774235263e-121,0.0215191773633001,0.026,0.006,1.59310068039965e-116,Motor,WBGene00236789,Y18H1A.18,WBGene00236789,0.02,
WBGene00013308,1.98095198152584e-120,0.0803942607496403,0.352,0.267,3.659808785869e-116,Motor,WBGene00013308,nuo-3,WBGene00013308,0.085,NDUFA6
WBGene000038591,2.46206591318668e-120,0.05795030838953,0.102,0.055,4.54866677461239e-116,Motor,WBGene00003859,NA,WBGene000038591,0.047,PTPRD
WBGene00016333,4.75576040091966e-120,0.0427837337535878,0.079,0.038,8.78626734069907e-116,Motor,WBGene00016333,C32F10.8,WBGene00016333,0.041,GPT
WBGene00020100,5.81511440524861e-120,0.15564170565855,0.071,0.034,1.07434238636968e-115,Motor,WBGene00020100,mks-1,WBGene00020100,0.037,MKS1
WBGene00022633,1.02642549586124e-119,0.0274444742315961,0.035,0.01,1.89632110360363e-115,Motor,WBGene00022633,ZC581.3,WBGene00022633,0.025,
WBGene00013322,2.42307953298744e-119,0.0223208190259689,0.028,0.006,4.47663943719429e-115,Motor,WBGene00013322,talp-3,WBGene00013322,0.022,
WBGene00016006,4.4130813784093e-119,0.0203630906563447,0.024,0.004,8.15316784661119e-115,Motor,WBGene00016006,fln-2,WBGene00016006,0.02,FLNA
WBGene00004050,6.41960764127845e-119,0.0257108171455409,0.034,0.009,1.18602251172619e-114,Motor,WBGene00004050,parp-2,WBGene00004050,0.025,PARP2
WBGene000121281,1.07136975419833e-118,0.0692078503823919,0.236,0.161,1.97935562088141e-114,Motor,WBGene00012128,NA,WBGene000121281,0.075,CPNE5
WBGene000042081,1.18473174988996e-118,0.0650982857032157,0.154,0.095,2.1887919079217e-114,Motor,WBGene00004208,NA,WBGene000042081,0.059,PTCH1
WBGene00013914,1.24537601484649e-118,0.0290803947322914,0.042,0.014,2.30083218742889e-114,Motor,WBGene00013914,lgc-37,WBGene00013914,0.028,GABRG2
WBGene00017005,1.60167962396445e-118,0.0182651742238895,0.021,0.003,2.95910310527432e-114,Motor,WBGene00017005,D1007.8,WBGene00017005,0.018,
WBGene00009051,2.2271866902526e-118,0.0474385551309361,0.097,0.051,4.11472741024168e-114,Motor,WBGene00009051,nduf-6,WBGene00009051,0.046,NDUFS6
WBGene00011050,5.16288254762508e-118,0.0296360547927325,0.043,0.015,9.53842550673733e-114,Motor,WBGene00011050,agl-1,WBGene00011050,0.028,AGL
WBGene00006807,6.22144838269208e-118,0.0296124299601966,0.044,0.015,1.14941258870236e-113,Motor,WBGene00006807,unc-75,WBGene00006807,0.029,CELF6
WBGene000008961,1.01759605492879e-117,0.059693234062006,0.147,0.09,1.88000871148094e-113,Motor,WBGene00000896,NA,WBGene000008961,0.057,DAD1
WBGene00022610,1.137660042656e-117,0.0188031089841668,0.021,0.003,2.10182692880696e-113,Motor,WBGene00022610,ltah-1.2,WBGene00022610,0.018,LTA4H
WBGene000010341,1.26083879347878e-117,0.054656943092145,0.127,0.074,2.32939967095204e-113,Motor,WBGene00001034,NA,WBGene000010341,0.053,DNAJB11
WBGene00006761,1.33351615310932e-117,0.0594752785697989,0.17,0.108,2.46367109286946e-113,Motor,WBGene00006761,unc-24,WBGene00006761,0.062,STOML1
WBGene00002243,5.89116802640817e-117,0.030640093074853,0.037,0.011,1.08839329287891e-112,Motor,WBGene00002243,lad-2,WBGene00002243,0.026,L1CAM
WBGene00171255,7.90859613303501e-117,0.0129880172159375,0.012,0,1.46111313557822e-112,Motor,WBGene00171255,21ur-6778,WBGene00171255,0.012,
WBGene00008665,1.7261420480121e-116,0.0370087285228352,0.061,0.026,3.18904743370236e-112,Motor,WBGene00008665,ercc-1,WBGene00008665,0.035,ERCC1
WBGene000071191,1.84005608883703e-116,0.0699013345330944,0.25,0.176,3.39950362412641e-112,Motor,WBGene00007119,NA,WBGene000071191,0.074,
WBGene00011154,1.8834897958049e-116,0.0312300899859311,0.048,0.018,3.47974739774954e-112,Motor,WBGene00011154,R09A8.5,WBGene00011154,0.03,
WBGene000117351,1.89304407109194e-116,0.0531396795255512,0.123,0.072,3.49739892134235e-112,Motor,WBGene00011735,NA,WBGene000117351,0.051,ST13
WBGene000067741,3.48260036916294e-116,0.0508659956479427,0.11,0.062,6.43410418202853e-112,Motor,WBGene00006774,NA,WBGene000067741,0.048,CHRND
WBGene00013098,4.67665766401609e-116,0.0501546532470824,0.108,0.06,8.64012503426972e-112,Motor,WBGene00013098,Y51H4A.1,WBGene00013098,0.048,
WBGene00013709,1.11661996160991e-115,0.0456816343185282,0.09,0.047,2.06295537907431e-111,Motor,WBGene00013709,csnk-1,WBGene00013709,0.043,CSNK1G2
WBGene00004278,2.65243423905968e-115,0.0697664950591493,0.224,0.155,4.90037225666276e-111,Motor,WBGene00004278,rab-19,WBGene00004278,0.069,RAB43
WBGene00001018,2.79407368191844e-115,0.0404065875018722,0.076,0.037,5.16205112734431e-111,Motor,WBGene00001018,dnc-2,WBGene00001018,0.039,DCTN2
WBGene00219699,4.01682194523652e-115,0.0345613472877099,0.052,0.021,7.42107854382447e-111,Motor,WBGene00219699,linc-22,WBGene00219699,0.031,
WBGene00019781,7.50011777679583e-115,0.0464302272172263,0.104,0.057,1.38564675926303e-110,Motor,WBGene00019781,M60.6,WBGene00019781,0.047,
WBGene00011995,2.06793083517591e-114,0.0368885398143709,0.057,0.024,3.82050221798749e-110,Motor,WBGene00011995,rsf-1,WBGene00011995,0.033,RASSF1
WBGene000043411,2.62971182033266e-114,0.0392868099525915,0.055,0.022,4.85839258806459e-110,Motor,WBGene00004341,NA,WBGene000043411,0.033,UBA3
WBGene000159801,3.2913395961411e-114,0.0191386750707764,0.02,0.003,6.08074990387068e-110,Motor,WBGene00015980,NA,WBGene000159801,0.017,
WBGene00018393,9.54732686865292e-114,0.0368002439079047,0.066,0.03,1.76386863898363e-109,Motor,WBGene00018393,msra-1,WBGene00018393,0.036,MSRA
WBGene00001558,1.12394545871444e-113,0.0854177165584053,0.346,0.267,2.07648923497492e-109,Motor,WBGene00001558,gdi-1,WBGene00001558,0.079,GDI1
WBGene00001793,3.03642096553412e-113,0.0368956990770545,0.064,0.029,5.60978773382429e-109,Motor,WBGene00001793,gsy-1,WBGene00001793,0.035,GYS1
WBGene00017089,3.25930512322048e-113,0.0127186630209301,0.012,0,6.02156621514983e-109,Motor,WBGene00017089,poml-2,WBGene00017089,0.012,PON1
WBGene00006790,3.37225864618071e-113,0.0189252093029735,0.017,0.002,6.23024784881887e-109,Motor,WBGene00006790,unc-55,WBGene00006790,0.015,NR2F1
WBGene00018060,4.56028614682947e-113,0.031650578742954,0.049,0.019,8.42512865626745e-109,Motor,WBGene00018060,arrd-18,WBGene00018060,0.03,ARRDC2
WBGene000098821,9.18820886985845e-113,0.0630620120082069,0.186,0.123,1.69752158870635e-108,Motor,WBGene00009882,NA,WBGene000098821,0.063,ATP6V0E1
WBGene000003661,1.69882792909437e-112,0.0470021230520603,0.095,0.051,3.13858459900185e-108,Motor,WBGene00000366,NA,WBGene000003661,0.044,EP300
WBGene00013602,3.43075258999791e-112,0.0211405524093337,0.026,0.006,6.33831541002113e-108,Motor,WBGene00013602,Y87G2A.16,WBGene00013602,0.02,
WBGene00010188,1.32626405311515e-111,0.0291750796221628,0.041,0.014,2.45027283813024e-107,Motor,WBGene00010188,F57B1.5,WBGene00010188,0.027,
WBGene000126621,4.30977881402704e-111,0.0360485942274128,0.067,0.031,7.96231635891496e-107,Motor,WBGene00012662,NA,WBGene000126621,0.036,
WBGene00004032,4.34380345726787e-111,0.0626752073189581,0.163,0.105,8.02517688730239e-107,Motor,WBGene00004032,pkc-1,WBGene00004032,0.058,PRKCE
WBGene00003733,4.63433470249832e-111,0.0434191132827386,0.09,0.047,8.56193336286565e-107,Motor,WBGene00003733,nhx-5,WBGene00003733,0.043,SLC9A6
WBGene000019451,1.40136654457984e-110,0.0723867394049403,0.214,0.149,2.58902469111125e-106,Motor,WBGene00001945,NA,WBGene000019451,0.065,H3F3A
WBGene00021275,1.50423643735812e-110,0.0402528503115882,0.072,0.035,2.77907681801913e-106,Motor,WBGene00021275,dmsr-2,WBGene00021275,0.037,
WBGene000020811,1.98001190179892e-110,0.0290597532935921,0.041,0.014,3.65807198857351e-106,Motor,WBGene00002081,NA,WBGene000020811,0.027,ITGA6
WBGene00010716,2.3890052115823e-110,0.0227082737948085,0.028,0.007,4.4136871283983e-106,Motor,WBGene00010716,lge-1,WBGene00010716,0.021,LARGE1
WBGene00008557,2.39862778144826e-110,0.0182935177345567,0.013,0.001,4.43146482622567e-106,Motor,WBGene00008557,F07H5.6,WBGene00008557,0.012,
WBGene00006776,2.71543297222338e-110,0.0418413875388341,0.083,0.042,5.0167624161827e-106,Motor,WBGene00006776,unc-40,WBGene00006776,0.041,DCC
WBGene00012364,2.86739107158858e-110,0.0132663630469863,0.013,0,5.29750500475991e-106,Motor,WBGene00012364,zmp-4,WBGene00012364,0.013,MMP28
WBGene000145691,3.59839700428933e-110,0.0554532883278508,0.152,0.096,6.64803846542453e-106,Motor,WBGene00014569,NA,WBGene000145691,0.056,
WBGene000187101,1.75241084088647e-109,0.0599993927388587,0.151,0.095,3.23757902853776e-105,Motor,WBGene00018710,NA,WBGene000187101,0.056,PRRC2A
WBGene00004368,1.96300619212264e-109,0.0705943468437139,0.223,0.156,3.62665393994658e-105,Motor,WBGene00004368,ric-19,WBGene00004368,0.067,ICA1
WBGene000182851,2.34605023086518e-109,0.0499200567385169,0.11,0.062,4.33432780152343e-105,Motor,WBGene00018285,NA,WBGene000182851,0.048,PPP4R3A
WBGene00019296,2.72283460223027e-109,0.0287881826414276,0.043,0.015,5.03043692762041e-105,Motor,WBGene00019296,mcu-1,WBGene00019296,0.028,MCUB
WBGene00001817,5.9508404243436e-109,0.0337489409123421,0.051,0.021,1.09941776839748e-104,Motor,WBGene00001817,haf-7,WBGene00001817,0.03,ABCB9
WBGene00003040,6.81760389647151e-109,0.0520397009203649,0.117,0.068,1.25955231987311e-104,Motor,WBGene00003040,lin-59,WBGene00003040,0.049,ASH1L
WBGene000183301,1.01200326412055e-108,0.0437125943795558,0.084,0.043,1.86967603046272e-104,Motor,WBGene00018330,NA,WBGene000183301,0.041,ERC1
WBGene00004411,2.32409666117594e-108,0.0271255163668807,0.04,0.014,4.29376858152255e-104,Motor,WBGene00004411,rpc-1,WBGene00004411,0.026,POLR3A
WBGene000043261,2.84465838840769e-108,0.0385172702602146,0.05,0.02,5.2555063725832e-104,Motor,WBGene00004326,NA,WBGene000043261,0.03,
WBGene000134971,3.68025577879508e-108,0.0213047642447603,0.026,0.006,6.79927255132391e-104,Motor,WBGene00013497,NA,WBGene000134971,0.02,HEXD
WBGene00008919,5.44889990540573e-108,0.0419081532386295,0.085,0.044,1.00668425752371e-103,Motor,WBGene00008919,vps-36,WBGene00008919,0.041,VPS36
WBGene00021979,6.24460282154135e-108,0.0727545449654161,0.09,0.049,1.15369037127976e-103,Motor,WBGene00021979,Y58A7A.5,WBGene00021979,0.041,
