p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
2.17894841394927e-13	0.849324003447676	0.398	0.15	7.34174878596067e-09	MUC5AC+ High	UNC45A
2.23078723925062e-13	0.900549330153854	0.524	0.226	7.51641452393102e-09	MUC5AC+ High	NDUFB8
2.26677622419615e-13	1.35526136212764	0.485	0.209	7.63767580980651e-09	MUC5AC+ High	MARCH5
2.31634345899941e-13	0.692870428718331	0.311	0.099	7.80468765075261e-09	MUC5AC+ High	RETSAT
2.38243759952487e-13	0.823580957542407	0.262	0.074	8.0273852478391e-09	MUC5AC+ High	ZNF576
2.41090709618561e-13	0.535805508158509	0.34	0.113	8.12331036988781e-09	MUC5AC+ High	CC2D1A
2.47190034530192e-13	0.805168354595577	0.291	0.089	8.32882102346028e-09	MUC5AC+ High	MPP5
2.50746270957699e-13	0.668569454628068	0.417	0.158	8.44864485364870e-09	MUC5AC+ High	AKT2
2.60819920149214e-13	1.28052421378198	0.583	0.302	8.7880663895076e-09	MUC5AC+ High	UNC50
2.6641280802541e-13	0.517641241611554	0.456	0.181	8.97651315360816e-09	MUC5AC+ High	SREBF2
2.91705820683459e-13	1.08375932450448	0.515	0.219	9.82873592210848e-09	MUC5AC+ High	BAZ2A
2.93105173418751e-13	1.27804321288408	0.466	0.194	9.87588571317139e-09	MUC5AC+ High	MED13L
3.05979716895914e-13	0.877251285363263	0.544	0.245	1.03096805810909e-08	MUC5AC+ High	CRLS1
3.08560666119077e-13	0.407322140165109	0.252	0.069	1.03966430842162e-08	MUC5AC+ High	MTFR1
3.09650467020088e-13	1.13316396247329	0.408	0.157	1.04333628357748e-08	MUC5AC+ High	WIPF2
3.12448935686554e-13	0.746939523286926	0.301	0.095	1.05276544390227e-08	MUC5AC+ High	C16orf58
3.14284038704827e-13	0.520360001453853	0.359	0.124	1.05894864001204e-08	MUC5AC+ High	MAVS
3.16236493476802e-13	0.381131128771783	0.427	0.167	1.06552724112074e-08	MUC5AC+ High	DPAGT1
3.18505916918474e-13	0.752476625921188	0.34	0.113	1.07317383646511e-08	MUC5AC+ High	SLC39A3
3.19870518758694e-13	0.682602079183108	0.369	0.132	1.07777172590554e-08	MUC5AC+ High	SLC41A3
3.2275679307573e-13	0.689517470670941	0.505	0.217	1.08749673858937e-08	MUC5AC+ High	USP48
3.2325976338974e-13	1.82397090469427	0.699	0.382	1.08919144676539e-08	MUC5AC+ High	PRKCSH
3.28886265131443e-13	2.75649348350422	0.505	0.225	1.10814938173388e-08	MUC5AC+ High	RAB5B
3.35955795397169e-13	0.624760136576421	0.388	0.142	1.13196945701122e-08	MUC5AC+ High	KDM3B
3.41679453163167e-13	4.52002351716605	0.369	0.131	1.15125474948797e-08	MUC5AC+ High	MARK2
3.47790430937578e-13	0.620727855226992	0.379	0.14	1.17184507800108e-08	MUC5AC+ High	ST6GALNAC4
3.53361703973719e-13	1.13511966344104	0.68	0.37	1.19061692536905e-08	MUC5AC+ High	PAFAH1B1
3.73978915685495e-13	1.10371872549938	0.553	0.253	1.26008455851071e-08	MUC5AC+ High	SRPK2
3.77332205264315e-13	0.958862029095463	0.466	0.197	1.27138313241758e-08	MUC5AC+ High	SESTD1
3.85466718558848e-13	1.24259328967682	0.447	0.183	1.29879156151218e-08	MUC5AC+ High	RABIF
3.90223203369548e-13	0.907712187175388	0.495	0.211	1.31481806143335e-08	MUC5AC+ High	GNL1
4.16115494830851e-13	1.11915417187648	0.495	0.211	1.40205954828307e-08	MUC5AC+ High	AFF1
4.16482520036151e-13	2.41060095377223	0.612	0.314	1.40329620300981e-08	MUC5AC+ High	SMAP1
4.27072977416349e-13	0.786467210093634	0.456	0.187	1.43897969010664e-08	MUC5AC+ High	HARS
4.48595273171962e-13	1.49792050924041	0.476	0.205	1.51149691342561e-08	MUC5AC+ High	MRPL2
4.60432682076348e-13	0.607151101462645	0.282	0.085	1.55138187898805e-08	MUC5AC+ High	MECR
4.66279447453521e-13	1.27949817592621	0.476	0.201	1.57108197024989e-08	MUC5AC+ High	FAM120AOS
4.80976210404494e-13	0.612882666674547	0.495	0.211	1.6206012433369e-08	MUC5AC+ High	TSR2
5.09144378733132e-13	1.05330589744528	0.485	0.206	1.71551106970341e-08	MUC5AC+ High	CRIPT
5.18985481762941e-13	0.600864749267685	0.291	0.089	1.74866968225205e-08	MUC5AC+ High	EPHX2
5.20802379177201e-13	2.99639698955345	0.534	0.263	1.75479153639966e-08	MUC5AC+ High	TM2D3
5.36092157728161e-13	0.767071770145329	0.32	0.106	1.80630891624927e-08	MUC5AC+ High	MIB1
5.53782084056748e-13	0.51380289720413	0.388	0.14	1.86591335402081e-08	MUC5AC+ High	UBE2Q1
5.56647862479081e-13	0.600066347240651	0.272	0.08	1.87556930783701e-08	MUC5AC+ High	NARFL
5.63606847744846e-13	0.675363896585624	0.388	0.142	1.89901691279148e-08	MUC5AC+ High	PTCD3
5.66315973542591e-13	2.49056477766822	0.544	0.262	1.9081450412544e-08	MUC5AC+ High	EIF3J
5.68664729688903e-13	0.985387574124442	0.379	0.14	1.91605894021379e-08	MUC5AC+ High	ISOC1
6.12698840537947e-13	1.27321917970222	0.447	0.183	2.06442747330856e-08	MUC5AC+ High	CREBBP
6.23140774930645e-13	2.02921532611926	0.311	0.101	2.09961052705132e-08	MUC5AC+ High	PCSK5
6.40929871023819e-13	0.876966368827788	0.417	0.164	2.15954910742766e-08	MUC5AC+ High	NAE1
6.4275565954291e-13	0.363272651567255	0.573	0.279	2.16570091926388e-08	MUC5AC+ High	TADA3
6.5006178929865e-13	1.14921715756218	0.515	0.241	2.19031819286287e-08	MUC5AC+ High	GANAB
7.72939680291586e-13	1.29475932126063	0.456	0.195	2.60434295877447e-08	MUC5AC+ High	POLR2J3
7.74068173169942e-13	0.531662359138098	0.291	0.091	2.6081453026788e-08	MUC5AC+ High	C19orf52
8.15612271464077e-13	1.30003947869772	0.456	0.193	2.74812398747106e-08	MUC5AC+ High	NSMCE4A
8.23722788335587e-13	0.756987408185567	0.252	0.072	2.77545156301793e-08	MUC5AC+ High	FOXP4
8.48143651373313e-13	1.0117045796897	0.388	0.149	2.85773521893724e-08	MUC5AC+ High	NT5C3B
8.57899827883863e-13	0.522189102170297	0.272	0.081	2.89060768007189e-08	MUC5AC+ High	DXO
8.69442311034734e-13	2.7838351889957	0.495	0.216	2.92949892280043e-08	MUC5AC+ High	SLK
8.72755856355312e-13	0.708488845589257	0.495	0.212	2.94066358240359e-08	MUC5AC+ High	ICT1
9.24834060299589e-13	0.454471270773912	0.301	0.095	3.11613588277343e-08	MUC5AC+ High	TFB2M
9.2542652132544e-13	0.742131833326216	0.592	0.31	3.11813212095394e-08	MUC5AC+ High	CDC26
9.26585188491761e-13	0.584794433199246	0.32	0.106	3.12203613410414e-08	MUC5AC+ High	FAM118B
9.29651466570778e-13	0.967361921669481	0.32	0.109	3.13236765146358e-08	MUC5AC+ High	SLC46A3
9.46750869748076e-13	0.678316858365458	0.282	0.087	3.18998238052917e-08	MUC5AC+ High	MBD3
9.64343278433671e-13	0.867455033943865	0.272	0.081	3.24925824235441e-08	MUC5AC+ High	ATG9A
1.0007148069198e-12	2.46442534010108	0.583	0.311	3.37180847043558e-08	MUC5AC+ High	FLII
1.03553972371072e-12	0.91171781814838	0.66	0.36	3.4891475450709e-08	MUC5AC+ High	DARS
1.04641554251373e-12	1.38384413256134	0.612	0.301	3.52579252894578e-08	MUC5AC+ High	IST1
1.05143590199861e-12	0.26641287845059	0.398	0.151	3.54270812819412e-08	MUC5AC+ High	GMCL1
1.08961361369743e-12	0.858617386407627	0.417	0.164	3.67134410999212e-08	MUC5AC+ High	MRPL35
1.10532178693073e-12	2.0669051770123	0.534	0.262	3.72427122888439e-08	MUC5AC+ High	POP5
1.11264363878268e-12	0.489237593067263	0.369	0.133	3.74894147651435e-08	MUC5AC+ High	VKORC1L1
1.11650274427937e-12	0.360534818969859	0.301	0.095	3.76194434657492e-08	MUC5AC+ High	CUEDC1
1.12988032127714e-12	0.318006210627835	0.311	0.101	3.80701875451118e-08	MUC5AC+ High	USP6NL
1.14560761848575e-12	0.987264116822464	0.456	0.189	3.86001030972587e-08	MUC5AC+ High	XPA
1.16070567427329e-12	1.32735473684076	0.592	0.298	3.91088169889644e-08	MUC5AC+ High	VPS4B
1.18505352446948e-12	0.364077498772129	0.33	0.11	3.99291934534748e-08	MUC5AC+ High	CDK7
1.23620071720321e-12	1.31604592382402	0.379	0.143	4.1652546965445e-08	MUC5AC+ High	C1orf27
1.25431573180856e-12	0.816555639660268	0.398	0.154	4.22629142675577e-08	MUC5AC+ High	WDR46
1.29667675429789e-12	0.745898620318803	0.33	0.111	4.36902265593131e-08	MUC5AC+ High	TACO1
1.30652416405471e-12	0.786031306846783	0.524	0.239	4.40220251836595e-08	MUC5AC+ High	ANKRD17
1.33102593401492e-12	0.390872722680708	0.621	0.315	4.48475878206986e-08	MUC5AC+ High	GSDMD
1.33663905811577e-12	0.751423879379528	0.34	0.118	4.50367164241529e-08	MUC5AC+ High	ZNF226
1.34691234213072e-12	0.506085186989196	0.282	0.087	4.53828644557526e-08	MUC5AC+ High	C9orf85
1.38472574856066e-12	1.15421337415099	0.398	0.155	4.6656949372003e-08	MUC5AC+ High	ATPAF1
1.38593762062239e-12	1.6603298601164	0.476	0.214	4.66977821892507e-08	MUC5AC+ High	RDH14
1.40858229386113e-12	0.500102187088631	0.291	0.092	4.74607718093569e-08	MUC5AC+ High	ACADSB
1.41799808584503e-12	0.66650968998446	0.35	0.124	4.77780275044623e-08	MUC5AC+ High	UBA7
1.46843015888215e-12	0.671651184822099	0.388	0.149	4.94772857733753e-08	MUC5AC+ High	CHKA
1.57418617968578e-12	0.446153786275609	0.311	0.101	5.30406291383328e-08	MUC5AC+ High	CTB-50L17.10
1.64402176106346e-12	0.591452664046668	0.427	0.173	5.53936692172723e-08	MUC5AC+ High	MRPL48
1.64824376087766e-12	1.30446135300135	0.437	0.176	5.5535925279012e-08	MUC5AC+ High	ZC3H14
1.66823961225331e-12	0.438210941229659	0.272	0.082	5.62096654952631e-08	MUC5AC+ High	NUP88
1.72475036075573e-12	2.10739522498137	0.33	0.116	5.81137386553036e-08	MUC5AC+ High	PGM3
1.73412428019332e-12	1.65002899748654	0.699	0.448	5.84295834968336e-08	MUC5AC+ High	DGUOK
1.74317110219617e-12	0.628139917124613	0.641	0.336	5.87344071173977e-08	MUC5AC+ High	CNOT7
1.77916235929933e-12	0.575051329631807	0.34	0.119	5.99470965342317e-08	MUC5AC+ High	POLB
1.81079955383782e-12	0.739015578489873	0.437	0.181	6.10130801670115e-08	MUC5AC+ High	BAG5
1.81483882489429e-12	0.600155506591696	0.495	0.226	6.11491793659882e-08	MUC5AC+ High	TATDN1
1.84859178420404e-12	0.516459999428735	0.272	0.082	6.22864515769709e-08	MUC5AC+ High	NCK2
1.87930564908907e-12	0.871511616775155	0.35	0.126	6.33213245404071e-08	MUC5AC+ High	YIPF1
1.91100634332849e-12	0.421267845566469	0.311	0.101	6.438944773211e-08	MUC5AC+ High	UMPS
1.94417083987222e-12	0.807686986426406	0.476	0.206	6.55068922786546e-08	MUC5AC+ High	DTD1
1.95623840922826e-12	1.02284297980331	0.369	0.137	6.5913496960537e-08	MUC5AC+ High	PIGK
2.07155118875961e-12	1.23889965430693	0.359	0.129	6.97988457540662e-08	MUC5AC+ High	PINK1
2.08154295047282e-12	1.64292773123072	0.495	0.225	7.01355081732312e-08	MUC5AC+ High	CBWD5
2.08691453153088e-12	2.09276260080873	0.427	0.177	7.03164982254013e-08	MUC5AC+ High	PTRH2
2.12502380818618e-12	1.46984158286174	0.505	0.226	7.16005521930251e-08	MUC5AC+ High	LCMT1
2.21649133897981e-12	0.885226700580488	0.563	0.273	7.46824591755858e-08	MUC5AC+ High	ATF6B
2.27096775017491e-12	0.729627413874604	0.437	0.183	7.65179873743936e-08	MUC5AC+ High	SLC30A7
2.27965808307262e-12	0.471788702039133	0.369	0.134	7.68107994510488e-08	MUC5AC+ High	NCOA2
2.36889360476136e-12	0.592822034025448	0.476	0.211	7.98175011188293e-08	MUC5AC+ High	MED8
2.37237923385498e-12	2.0656176285152	0.534	0.262	7.99349459055097e-08	MUC5AC+ High	SLC38A10
2.39787546337004e-12	0.750947339028785	0.369	0.135	8.07940158627901e-08	MUC5AC+ High	ZNF146
2.42491802859649e-12	2.13320030236573	0.408	0.163	8.17051880555302e-08	MUC5AC+ High	USE1
2.42674597227336e-12	0.562122089729305	0.282	0.088	8.17667787897786e-08	MUC5AC+ High	RBFOX2
2.59813749343707e-12	1.16111389489928	0.369	0.139	8.75416447038687e-08	MUC5AC+ High	CAAP1
2.62506078625464e-12	0.547414473979222	0.748	0.437	8.84487981320639e-08	MUC5AC+ High	SSNA1
2.75464390180274e-12	0.662993247334009	0.32	0.109	9.28149716273414e-08	MUC5AC+ High	VPS52
2.76189686352108e-12	0.584152854316143	0.485	0.211	9.30593529194793e-08	MUC5AC+ High	CRK
2.77449496189253e-12	0.797976797496695	0.456	0.195	9.34838332460071e-08	MUC5AC+ High	EMG1
2.87024621087513e-12	1.67405760642674	0.573	0.286	9.67100758292267e-08	MUC5AC+ High	FAM133B
2.89968389023853e-12	0.942981312239318	0.447	0.19	9.7701948997697e-08	MUC5AC+ High	FAM63B
3.07564760005713e-12	0.609225207363527	0.33	0.114	1.03630870236325e-07	MUC5AC+ High	INTS1
3.12003516191177e-12	3.33008356711125	0.301	0.099	1.05126464745455e-07	MUC5AC+ High	SMURF1
3.23983728643458e-12	0.483007173010003	0.515	0.237	1.09163077529127e-07	MUC5AC+ High	HIBADH
3.24175996517676e-12	1.87336282856967	0.505	0.242	1.09227860266666e-07	MUC5AC+ High	SRSF6
3.26257175743957e-12	0.482075907459478	0.417	0.169	1.09929092795169e-07	MUC5AC+ High	RPIA
3.30949607437494e-12	1.86911283738082	0.573	0.3	1.11510160729989e-07	MUC5AC+ High	TIMMDC1
3.5391614736594e-12	1.01841698178787	0.311	0.107	1.1924850669348e-07	MUC5AC+ High	RNF170
3.6569441252774e-12	0.755174569406354	0.466	0.2	1.23217075357097e-07	MUC5AC+ High	COA1
3.73504069826119e-12	0.617508421635661	0.437	0.177	1.25848461287213e-07	MUC5AC+ High	THAP4
3.84890033307226e-12	0.89387628841053	0.388	0.151	1.29684847822537e-07	MUC5AC+ High	ABHD17A
3.90034527827894e-12	0.87444571193064	0.398	0.156	1.31418233806331e-07	MUC5AC+ High	TMEM69
3.9162153719906e-12	2.76160944039164	0.544	0.264	1.31952960743851e-07	MUC5AC+ High	SUCLG2
3.92544201923082e-12	0.662636423029029	0.427	0.176	1.32263843395963e-07	MUC5AC+ High	STK16
4.08150428251313e-12	3.37386842935881	0.612	0.339	1.37522205294997e-07	MUC5AC+ High	KMT2C
4.22989647399703e-12	0.766670250526802	0.33	0.118	1.42522131794856e-07	MUC5AC+ High	AARSD1
4.30322373340659e-12	0.706147158947499	0.359	0.132	1.44992820473402e-07	MUC5AC+ High	PICK1
4.35170701278546e-12	5.56126970103496	0.67	0.375	1.46626416088793e-07	MUC5AC+ High	HSD17B12
4.36648175873517e-12	1.24231250774098	0.495	0.222	1.47124236378823e-07	MUC5AC+ High	SUPT6H
4.4065188653502e-12	2.31275122303414	0.515	0.231	1.4847324664911e-07	MUC5AC+ High	MTX2
4.52360673543939e-12	0.408841614879996	0.32	0.108	1.52418405343895e-07	MUC5AC+ High	PIP4K2C
4.68842490264254e-12	0.87168491415951	0.456	0.192	1.57971788669638e-07	MUC5AC+ High	AP1G1
4.74376685886708e-12	0.727423625781028	0.369	0.139	1.59836480542667e-07	MUC5AC+ High	SP1
4.98716807923462e-12	0.907808308680208	0.359	0.131	1.68037641261731e-07	MUC5AC+ High	TMEM63A
5.38110989300465e-12	0.898342538198903	0.379	0.143	1.81311116734899e-07	MUC5AC+ High	ARHGAP21
5.39153845535296e-12	1.22266727253351	0.495	0.225	1.81662496714663e-07	MUC5AC+ High	DIABLO
5.51763340153883e-12	0.763385956556178	0.301	0.101	1.85911139831449e-07	MUC5AC+ High	AKTIP
5.53015953790402e-12	0.961583600127352	0.612	0.342	1.86333195470138e-07	MUC5AC+ High	SUMF2
5.83775487110171e-12	1.09500728956722	0.35	0.13	1.96697312626901e-07	MUC5AC+ High	SCAP
6.0640146202913e-12	0.63223398970737	0.33	0.115	2.04320908616095e-07	MUC5AC+ High	VARS
6.08149379727105e-12	8.21093453226106	0.592	0.306	2.04909852005251e-07	MUC5AC+ High	MCFD2
6.18304850774152e-12	5.86799008833197	0.32	0.11	2.08331636419843e-07	MUC5AC+ High	IGF2BP2
6.18950850166052e-12	0.513972356402611	0.388	0.147	2.08549299454949e-07	MUC5AC+ High	TMEM222
6.40833728664965e-12	1.96498183440044	0.456	0.204	2.15922516536373e-07	MUC5AC+ High	CLN3
6.42091091095891e-12	0.459663775634528	0.32	0.11	2.1634617223385e-07	MUC5AC+ High	CNOT11
6.64067713774076e-12	1.06870012043621	0.262	0.082	2.23750975479037e-07	MUC5AC+ High	SCRN3
6.78584057990343e-12	0.684775772127248	0.427	0.181	2.28642112499266e-07	MUC5AC+ High	MTHFD2L
7.00122860902267e-12	0.563910229257798	0.379	0.144	2.3589939675241e-07	MUC5AC+ High	RPUSD3
7.00318505766074e-12	0.718013823746429	0.602	0.321	2.35965317332821e-07	MUC5AC+ High	TIAL1
7.05894770568971e-12	3.01335791045557	0.398	0.157	2.37844183995509e-07	MUC5AC+ High	MPRIP
7.30083370374725e-12	0.694754945819773	0.563	0.298	2.4599429081406e-07	MUC5AC+ High	FNTA
7.32195231752502e-12	2.6693894100702	0.602	0.323	2.46705861386688e-07	MUC5AC+ High	TMEM50B
7.33010046879066e-12	0.617023631294048	0.272	0.085	2.46980405195433e-07	MUC5AC+ High	ZNF362
7.50877426790781e-12	0.961932390212784	0.33	0.119	2.53000640182886e-07	MUC5AC+ High	PNPLA4
7.58317329920898e-12	1.86117203844812	0.398	0.157	2.55507441143547e-07	MUC5AC+ High	CWC27
7.82675105472673e-12	1.5696007548663	0.534	0.259	2.63714550037962e-07	MUC5AC+ High	METTL23
7.8668387594186e-12	0.612798228196455	0.359	0.134	2.6506526515985e-07	MUC5AC+ High	TRAFD1
7.87164844380493e-12	0.528379230753211	0.301	0.101	2.65227322665563e-07	MUC5AC+ High	CASP6
7.97277498831026e-12	0.48049448962654	0.427	0.177	2.68634680456126e-07	MUC5AC+ High	SEPN1
8.31627281609184e-12	3.83254995260174	0.621	0.332	2.80208496265398e-07	MUC5AC+ High	EAPP
8.60502243418579e-12	1.00550665598664	0.417	0.169	2.89937625897456e-07	MUC5AC+ High	ZNF451
8.98181451439775e-12	0.513368172364937	0.437	0.18	3.02633258248118e-07	MUC5AC+ High	MED11
9.10446514059647e-12	0.571376146867369	0.252	0.076	3.06765848447257e-07	MUC5AC+ High	RPH3AL
9.34057438420145e-12	0.522794502039209	0.466	0.198	3.14721313301284e-07	MUC5AC+ High	ZDHHC4
9.51281571544721e-12	0.422746337595555	0.417	0.167	3.20524812716278e-07	MUC5AC+ High	HERC4
9.73633109037776e-12	0.292927850235074	0.447	0.191	3.28055939759188e-07	MUC5AC+ High	SRRT
1.03073192508903e-11	0.351934068012154	0.505	0.232	3.47294814839498e-07	MUC5AC+ High	AFG3L2
1.05476297242626e-11	2.05450744143717	0.427	0.176	3.55391835929304e-07	MUC5AC+ High	PES1
1.07170036884872e-11	0.882852516300771	0.379	0.152	3.61098722279888e-07	MUC5AC+ High	BOD1
1.0869103994059e-11	0.975043597211934	0.32	0.113	3.66223589975823e-07	MUC5AC+ High	SPATA20
1.18486276362714e-11	0.435800341115361	0.272	0.085	3.99227659576529e-07	MUC5AC+ High	ZNF429
1.21005144560206e-11	1.10994202113109	0.553	0.282	4.07714734081157e-07	MUC5AC+ High	TOX4
1.23419500824867e-11	1.9146179254131	0.592	0.315	4.15849666079305e-07	MUC5AC+ High	COPS5
1.24211738620676e-11	1.27253382184443	0.447	0.187	4.18519032108505e-07	MUC5AC+ High	C1orf35
1.34400255368452e-11	0.879644888170188	0.485	0.219	4.52848220438461e-07	MUC5AC+ High	MKLN1
1.4359641211832e-11	1.17597899719209	0.33	0.12	4.83833750991467e-07	MUC5AC+ High	ING4
1.44927742695128e-11	0.690199389935134	0.408	0.166	4.88319536236966e-07	MUC5AC+ High	EIF2B5
1.52321138337695e-11	0.779888564483541	0.35	0.132	5.13230843515031e-07	MUC5AC+ High	KIAA2026
1.54044020417997e-11	1.3590807637947	0.379	0.147	5.190359223964e-07	MUC5AC+ High	ZBTB4
1.5572732047135e-11	0.823953383036678	0.398	0.158	5.24707633596166e-07	MUC5AC+ High	BRD3
1.55920712049065e-11	0.873374008467085	0.291	0.098	5.25359247178118e-07	MUC5AC+ High	MPP7
1.58269529261782e-11	1.33185401210517	0.33	0.117	5.33273351894649e-07	MUC5AC+ High	IDE
1.67600981749431e-11	3.07777456025637	0.68	0.386	5.64714747906531e-07	MUC5AC+ High	SMIM7
1.73204473720655e-11	0.662166973961125	0.417	0.173	5.83595153754376e-07	MUC5AC+ High	FAM207A
1.75025118726351e-11	0.594438130237898	0.485	0.225	5.89729635036566e-07	MUC5AC+ High	CTDSP2
1.76787159646111e-11	0.666316524849085	0.262	0.083	5.95666655711607e-07	MUC5AC+ High	DTNB
1.77064831734701e-11	0.637053205632236	0.573	0.301	5.966022440469e-07	MUC5AC+ High	GPR108
1.80513280460874e-11	0.850579056338601	0.35	0.131	6.08221447184867e-07	MUC5AC+ High	ANAPC7
1.82070779082821e-11	0.52404105048292	0.369	0.14	6.13469283041658e-07	MUC5AC+ High	RRP15
1.82567952481335e-11	0.674549821937297	0.33	0.122	6.15144459090611e-07	MUC5AC+ High	RP11-345J4.5
1.85835475686667e-11	0.588066184328357	0.311	0.107	6.26154051778655e-07	MUC5AC+ High	RRP8
1.85941549127731e-11	1.1848637017378	0.476	0.225	6.26511455630977e-07	MUC5AC+ High	DCTN1
1.86978461097999e-11	1.69169143624377	0.495	0.226	6.30005226823599e-07	MUC5AC+ High	FIP1L1
1.87522005985749e-11	2.29331600688725	0.515	0.26	6.31836646968382e-07	MUC5AC+ High	ARID1A
1.92462068828664e-11	0.970235516819393	0.35	0.13	6.48481694711301e-07	MUC5AC+ High	LIN7C
2.05500373916047e-11	0.331288465061308	0.272	0.087	6.92412959872728e-07	MUC5AC+ High	MAGI3
2.0691696379898e-11	1.44325768433342	0.417	0.185	6.97186017824283e-07	MUC5AC+ High	MAPK6
2.09381066355901e-11	1.30635128967773	0.379	0.149	7.05488564979571e-07	MUC5AC+ High	AGPAT1
2.11614736836047e-11	1.15297334293764	0.34	0.129	7.13014694295376e-07	MUC5AC+ High	ELP6
2.15899832248401e-11	0.628784982320511	0.34	0.125	7.27452894777763e-07	MUC5AC+ High	JMJD8
2.18165353903521e-11	0.79783314849427	0.311	0.11	7.35086343442524e-07	MUC5AC+ High	PCGF3
2.19671593953121e-11	1.7249958737531	0.311	0.108	7.40161468665645e-07	MUC5AC+ High	BPHL
2.26650848188592e-11	1.23413045099834	0.495	0.229	7.63677367886642e-07	MUC5AC+ High	PRPF31
2.34086763511709e-11	1.7494573718819	0.621	0.337	7.88731940976351e-07	MUC5AC+ High	TM2D1
2.46132321600649e-11	0.636508970655904	0.359	0.137	8.29318244401227e-07	MUC5AC+ High	TBC1D23
2.49908612055791e-11	1.33747429750515	0.505	0.242	8.42042077460782e-07	MUC5AC+ High	RBM6
2.55245358883249e-11	0.836351642797257	0.476	0.213	8.60023712221218e-07	MUC5AC+ High	PEX2
2.5909842476936e-11	1.06684006971252	0.311	0.113	8.73006232417882e-07	MUC5AC+ High	ARHGAP12
2.60144109610332e-11	0.608830060541732	0.311	0.109	8.76529562921053e-07	MUC5AC+ High	ANKIB1
2.62207078059802e-11	0.705747596191162	0.311	0.109	8.83480528814696e-07	MUC5AC+ High	RAD1
2.6847492689027e-11	0.497791588705775	0.272	0.088	9.04599418664076e-07	MUC5AC+ High	MAML1
2.69034552932908e-11	0.879874298975854	0.515	0.241	9.0648502265214e-07	MUC5AC+ High	ATG5
2.70875559107875e-11	1.09280766521548	0.466	0.211	9.12688108858073e-07	MUC5AC+ High	LPCAT3
2.7591931876887e-11	0.659722514580072	0.272	0.089	9.29682552659829e-07	MUC5AC+ High	LETM1
2.80211106164746e-11	3.35492864519624	0.32	0.116	9.44143301111495e-07	MUC5AC+ High	NAB1
2.85373341882786e-11	0.702354120767057	0.252	0.078	9.61536938139859e-07	MUC5AC+ High	MCTP2
2.90036498399631e-11	0.885560464556059	0.359	0.137	9.77248977707716e-07	MUC5AC+ High	MON1B
2.92257107100386e-11	1.24810995049348	0.437	0.187	9.84731096664041e-07	MUC5AC+ High	ZNF721
2.96404024834471e-11	0.500109947002529	0.32	0.114	9.98703721277265e-07	MUC5AC+ High	C6orf136
2.96983839023022e-11	1.01343232614877	0.485	0.228	1.00065734720417e-06	MUC5AC+ High	RWDD4
2.9914842720691e-11	1.35745262742506	0.359	0.138	1.00795071063096e-06	MUC5AC+ High	IKBKB
3.04481573220809e-11	7.48327644719817	0.612	0.312	1.0259202128102e-06	MUC5AC+ High	MRPL28
3.09191505507001e-11	0.52619065379791	0.437	0.185	1.04178985865529e-06	MUC5AC+ High	DUSP11
3.1751294539441e-11	1.35893482948301	0.447	0.189	1.06982811821193e-06	MUC5AC+ High	TRIOBP
3.17847975647243e-11	9.30824112260256	0.786	0.517	1.07095696914582e-06	MUC5AC+ High	PPIG
3.19415028889025e-11	0.823691259953589	0.35	0.132	1.07623699833868e-06	MUC5AC+ High	NELFA
3.20506494023216e-11	1.07735777836328	0.456	0.198	1.07991458096182e-06	MUC5AC+ High	ALKBH5
3.30725342623189e-11	3.37753901503101	0.272	0.09	1.11434596943457e-06	MUC5AC+ High	CLUH
3.41204982249898e-11	1.00225729007803	0.359	0.139	1.14965606719281e-06	MUC5AC+ High	YBEY
3.41607417115485e-11	0.465759279652449	0.505	0.245	1.15101203122892e-06	MUC5AC+ High	TPRKB
3.46589441231348e-11	0.78278255108509	0.33	0.121	1.1677984632849e-06	MUC5AC+ High	CNOT3
3.4869504165475e-11	2.25561259360357	0.553	0.292	1.17489307335151e-06	MUC5AC+ High	ALDH9A1
3.50285718623639e-11	0.61530929592967	0.262	0.084	1.18025270033049e-06	MUC5AC+ High	MINCR
3.58330151383279e-11	1.59893464856552	0.447	0.194	1.20735761207082e-06	MUC5AC+ High	DHRSX
3.58422497435391e-11	1.42956678995606	0.447	0.199	1.20766876285881e-06	MUC5AC+ High	APEH
3.69531251302649e-11	2.59342970002683	0.417	0.176	1.24509859813915e-06	MUC5AC+ High	SLMAP
3.77767574868745e-11	1.15896647955637	0.505	0.24	1.27285006676275e-06	MUC5AC+ High	TXNDC9
3.80030474768538e-11	0.54094016449407	0.311	0.11	1.28047468168511e-06	MUC5AC+ High	FAM234A
3.85749194320983e-11	0.514309967693051	0.456	0.203	1.29974333534512e-06	MUC5AC+ High	DCAF6
4.03264996465083e-11	2.73132366808824	0.544	0.284	1.35876107908945e-06	MUC5AC+ High	PHACTR2
4.05451992037694e-11	0.608841117204743	0.379	0.15	1.36612994197181e-06	MUC5AC+ High	ZNF770
4.07518576263066e-11	0.950120760541363	0.786	0.498	1.37309309086077e-06	MUC5AC+ High	C16orf13
4.17501829423958e-11	0.958325055114788	0.252	0.08	1.40673066406108e-06	MUC5AC+ High	CROT
4.25361312140559e-11	0.579098080153339	0.369	0.143	1.4332124051264e-06	MUC5AC+ High	ZHX1
4.29703889443224e-11	0.917932708889968	0.379	0.153	1.44784428509e-06	MUC5AC+ High	ZFP91
4.39051103102125e-11	1.68073432900966	0.612	0.337	1.4793387867923e-06	MUC5AC+ High	TMEM248
