WBGeneID,WormbaseID,CelGeneID,Celegans_Symbol,Celegans_Tag,Human_Symbol,Human_Gene_ID,Identity,Evalue,Bits,Method,Publication
WBGene00010374,WBGene00010374,178348,rga-5,H08M01.2,ARHGAP5,394,31.323,0,256,NotRBH-HCOPandCelEqual,
WBGene00010374,WBGene00010374,178348,rga-5,H08M01.2,ARHGAP35,2909,30.924,0,264,RBH,
WBGene00010375,WBGene00010375,186709,,H09F14.1,SSTR2,6752,24.172,3.94E-11,63.9,OnlyCelToHuman2,
WBGene00010380,WBGene00010380,186728,mpst-2,H12D21.4,TST,7263,25.413,4.78E-23,96.7,OnlyCelToHuman2,
WBGene00010383,WBGene00010383,3565829,mpst-3,H12D21.7,TST,7263,24.252,8.53E-24,99.4,OnlyCelToHuman2,
WBGene00010386,WBGene00010386,179990,,H12D21.10,EOGT,285203,42.536,0,385,RBH,
WBGene00010396,WBGene00010396,181636,,H13N06.2,COL6A2,1292,955,0.00000155,50.4,OnlyCelToHuman,
WBGene00010397,WBGene00010397,181638,suox-1,H13N06.4,SUOX,6821,48.832,0,461,RBH,
WBGene00010399,WBGene00010399,173132,clec-13,H16D19.1,DMBT1,1755,2116,0,76.6,OnlyCelToHuman,
WBGene00011584,WBGene00011584,173131,clec-15,T07D10.4,DMBT1,1755,34.615,9.01E-15,76.6,OnlyCelToHuman2,
WBGene00010403,WBGene00010403,186752,otpl-8,H19J13.1,OTOP1,133060,369,0.00000329,50.1,OnlyCelToHuman,
WBGene00010405,WBGene00010405,179537,erfa-3,H19N07.1,GSPT1,2935,65.105,0,592,NotRBH-HCOPandCelEqual,
WBGene00010405,WBGene00010405,179537,erfa-3,H19N07.1,GSPT2,23708,53.913,0,601,RBH,
WBGene00010406,WBGene00010406,179538,math-33,H19N07.2,USP7,7874,33.927,0,565,RBH,
WBGene00010408,WBGene00010408,179540,mboa-2,H19N07.4,DGAT1,8694,44.864,0,409,RBH,
WBGene00010409,WBGene00010409,186758,,H21P03.2,NSMCE4A,54780,23.729,0,63.2,NotRBH-HCOPandCelEqual,
WBGene00010409,WBGene00010409,186758,,H21P03.2,EID3,493861,32.237,0,72,RBH,
WBGene00010410,WBGene00010410,186760,nhr-267,H22D14.1,ESRRA,2101,165,0,79.7,OnlyCelToHuman,
WBGene00010411,WBGene00010411,186777,,H25K10.1,ACP7,390928,38.119,1.75E-71,231,OnlyCelToHuman2,
WBGene00010416,WBGene00010416,173022,hxk-2,H25P06.1,HK3,3101,40.43,2.02E-108,345,OnlyCelToHuman2,
WBGene00010417,WBGene00010417,186784,clpr-3,H25P06.4,CAPN15,6650,26.894,1.12E-19,89.4,OnlyCelToHuman2,
WBGene00013184,WBGene00013184,190249,Clpr-4,Y53H1B.6,CAPN15,6650,26.894,1.12E-19,89.4,OnlyCelToHuman2,
WBGene00010418,WBGene00010418,179482,,H27A22.1,QPCT,25797,38.554,0,214,NotRBH-HCOPandCelEqual,
WBGene00010418,WBGene00010418,179482,,H27A22.1,QPCTL,54814,38.997,0,233,RBH,
WBGene00010419,WBGene00010419,173134,atp-1,H28O16.1,ATP5F1A,498,84.127,0,884,RBH,
WBGene00010420,WBGene00010420,173133,mcrs-1,H28O16.2,MCRS1,10445,29.268,0,128,RBH,
WBGene00010421,WBGene00010421,186798,slc-36.4,H32K16.1,SLC36A1,206358,461,0,161,OnlyCelToHuman,
WBGene00010423,WBGene00010423,186805,zmp-5,H36L18.1,MMP16,4325,30.969,0,192,RBH,
WBGene00010425,WBGene00010425,179853,lpin-1,H37A05.1,LPIN2,9663,41.975,0,249,NotRBH-HCOPandCelEqual,
WBGene00010425,WBGene00010425,179853,lpin-1,H37A05.1,LPIN1,23175,44.828,0,243,NotRBH-HCOPandCelEqual,
WBGene00010425,WBGene00010425,179853,lpin-1,H37A05.1,LPIN3,64900,46.008,0,255,RBH,
WBGene00010427,WBGene00010427,186807,hpo-11,H37N21.1,NRBP1,29959,59.946,0,444,RBH,
WBGene00010427,WBGene00010427,186807,hpo-11,H37N21.1,NRBP2,340371,49.596,0,353,NotRBH-HCOPandCelEqual,
WBGene00010428,WBGene00010428,175556,dcn-1,H38K22.2,DCUN1D1,54165,36.727,0,196,RBH,
WBGene00010428,WBGene00010428,175556,dcn-1,H38K22.2,DCUN1D2,55208,37.132,0,185,NotRBH-HCOPandCelEqual,
WBGene00010433,WBGene00010433,181603,,H40L08.1,FAF2,23197,21.026,0,63.5,RBH,
WBGene00010435,WBGene00010435,178277,,JC8.2,PWP1,11137,34.855,0,273,RBH,
WBGene00010436,WBGene00010436,178281,,JC8.4,ADAT2,134637,42.941,0,137,RBH,
WBGene00010437,WBGene00010437,186814,cox-11,JC8.5,COX11,1353,55.615,0,234,RBH,
WBGene00010439,WBGene00010439,186815,,JC8.7,HPF1,54969,25.267,0.0000000176,54.7,RBH,
WBGene00010442,WBGene00010442,178283,bus-12,JC8.12,SLC35D3,340146,279,0.00000000151,58.2,OnlyCelToHuman,
WBGene00010444,WBGene00010444,178107,magi-1,K01A6.2,MAGI1,9223,34.267,0,265,NotRBH-HCOPandCelEqual,
WBGene00010444,WBGene00010444,178107,magi-1,K01A6.2,MAGI2,9863,34.066,0,289,NotRBH-HCOPandCelEqual,
WBGene00010444,WBGene00010444,178107,magi-1,K01A6.2,MAGI3,260425,31.585,0,349,RBH,
WBGene00010450,WBGene00010450,186828,,K01A11.2,METTL18,92342,37.674,0,126,RBH,
WBGene00010453,WBGene00010453,176308,fozi-1,K01B6.1,FMNL2,114793,22.222,2.16E-09,60.8,OnlyCelToHuman2,
WBGene00010456,WBGene00010456,174326,,K01C8.1,SRR,63826,35.016,9.01E-50,173,OnlyCelToHuman2,
WBGene00010459,WBGene00010459,186841,slc-25A32,K01C8.7,SLC25A32,81034,42.807,0,245,RBH,
WBGene00010465,WBGene00010465,179700,,K01D12.6,MIGA2,84895,37.884,0,216,RBH,
WBGene00010465,WBGene00010465,179700,,K01D12.6,MIGA1,374986,35.333,0,202,NotRBH-HCOPandCelEqual,
WBGene00010470,WBGene00010470,259654,cdr-4,K01D12.11,FAXC,84553,27.686,4.76E-20,88.6,OnlyCelToHuman2,
WBGene00010471,WBGene00010471,179703,cdr-6,K01D12.12,FAXC,84553,27.801,4.60E-22,94.4,OnlyCelToHuman2,
WBGene00010472,WBGene00010472,24104698,cdr-7,K01D12.13,FAXC,84553,28.333,2.33E-25,103,OnlyCelToHuman2,
WBGene00010473,WBGene00010473,24104699,hrg-2,K01D12.14,FAXC,84553,29.167,1.61E-26,106,OnlyCelToHuman2,
WBGene00010476,WBGene00010476,176507,rnf-113,K01G5.1,RNF113A,7737,45.246,0,264,RBH,
WBGene00010476,WBGene00010476,176507,rnf-113,K01G5.1,RNF113B,140432,41.776,0,228,NotRBH-HCOPandCelEqual,
WBGene00010478,WBGene00010478,176504,,K01G5.5,DKC1,1736,67.312,0,600,RBH,
WBGene00010479,WBGene00010479,176500,,K01G5.8,FAM32A,26017,37.963,0,61.6,RBH,
WBGene00010480,WBGene00010480,176508,tasp-1,K01G5.9,TASP1,55617,31.33,0,112,RBH,
WBGene00010481,WBGene00010481,186851,,K01G5.10,HDHD3,81932,30.769,0,112,RBH,
WBGene00010484,WBGene00010484,186854,dph-3,K01H12.1,DPH3,285381,67.143,0,84,RBH,
WBGene00010485,WBGene00010485,186855,ant-1.3,K01H12.2,SLC25A4,291,70.205,0,413,RBH,
WBGene00010488,WBGene00010488,186864,endu-1,K02A11.3,ENDOU,8909,35.145,0,167,RBH,
WBGene00010496,WBGene00010496,172641,sec-12,K02B12.3,PREB,10113,24.499,0,109,RBH,
WBGene00010498,WBGene00010498,172642,,K02B12.5,TONSL,4796,650,0,72.8,OnlyCelToHuman,
WBGene00010500,WBGene00010500,172643,,K02B12.7,ARFGAP1,55738,51.274,0,275,RBH,
WBGene00010502,WBGene00010502,174300,,K02C4.3,USP25,29761,28.788,0,124,RBH,
WBGene00010505,WBGene00010505,186873,,K02D3.2,STARD4,134429,27.179,0,65.1,RBH,
WBGene00010510,WBGene00010510,179926,ent-3,K02E11.1,SLC29A3,55315,464,0,145,OnlyCelToHuman,
WBGene00010523,WBGene00010523,186925,,K03B8.4,SMARCD3,6604,50,7.84E-11,56.6,OnlyCelToHuman2,
WBGene00010537,WBGene00010537,173281,mys-2,K03D10.3,KAT8,84148,45.478,0,342,RBH,
WBGene00010540,WBGene00010540,176404,,K03H1.5,SUSD2,56241,27.104,0,251,RBH,
WBGene00010545,WBGene00010545,186960,cbp-2,K03H1.10,CREBBP,1387,438,0,118,OnlyCelToHuman,
WBGene00010551,WBGene00010551,175103,smg-8,K04B12.3,SMG8,55181,26.03,0,119,RBH,
WBGene00010554,WBGene00010554,186979,mlc-6,K04C1.4,MYL1,4632,46.853,3.11E-38,128,OnlyCelToHuman2,
WBGene00010555,WBGene00010555,186980,,K04C1.5,CSNK1A1,1452,28.302,6.63E-11,61.2,OnlyCelToHuman2,
WBGene00010556,WBGene00010556,177895,rack-1,K04D7.1,RACK1,10399,72.188,0,467,RBH,
WBGene00010557,WBGene00010557,177896,mspn-1,K04D7.2,ATAD1,84896,49.851,0,340,RBH,
WBGene00010558,WBGene00010558,177898,ptp-4,K04D7.4,PTPRG,5793,1411,0,293,OnlyCelToHuman,
WBGene00010560,WBGene00010560,172584,eif-2beta,K04G2.1,EIF2S2,8894,64.596,0,234,RBH,
WBGene00010562,WBGene00010562,172586,cdc-48.3,K04G2.3,SPATA5,166378,885,0,372,OnlyCelToHuman,
WBGene00010564,WBGene00010564,172587,ath-1,K04G2.5,LYPLA1,10434,49.765,0,208,RBH,
WBGene00010564,WBGene00010564,172587,ath-1,K04G2.5,LYPLA2,11313,45.498,0,190,NotRBH-HCOPandCelEqual,
WBGene00010565,WBGene00010565,172589,vacl-14,K04G2.6,VAC14,55697,39.65,0,259,RBH,
WBGene00010572,WBGene00010572,181540,wdr-5.2,K04G11.4,WDR5,11091,58.788,1.23E-141,406,OnlyCelToHuman2,
WBGene00010579,WBGene00010579,173335,,K05C4.2,JAGN1,84522,32.973,0,84,RBH,
WBGene00010582,WBGene00010582,173339,,K05C4.5,UTP4,84916,514,0.00000218,50.8,OnlyCelToHuman,
WBGene00010583,WBGene00010583,173337,,K05C4.7,ARMC1,55156,21.951,0.0000000261,53.1,RBH,
WBGene00010587,WBGene00010587,173336,sol-2,K05C4.11,CUBN,8029,25.912,1.14E-16,82.8,OnlyCelToHuman2,
WBGene00010589,WBGene00010589,187025,cyp-33d1,K05D4.4,CYP2C8,1558,31.77,8.94E-83,264,OnlyCelToHuman2,
WBGene00010593,WBGene00010593,179328,gsnl-1,K06A4.3,CAPG,822,34.835,0,200,NotRBH-HCOPandCelEqual,
WBGene00010593,WBGene00010593,179328,gsnl-1,K06A4.3,GSN,2934,38.218,0,229,RBH,
WBGene00010593,WBGene00010593,179328,gsnl-1,K06A4.3,VIL1,7429,37.015,0,202,NotRBH-HCOPandCelEqual,
WBGene00010593,WBGene00010593,179328,gsnl-1,K06A4.3,AVIL,10677,35.135,0,223,NotRBH-HCOPandCelEqual,
WBGene00010593,WBGene00010593,179328,gsnl-1,K06A4.3,VILL,50853,28.337,0,168,NotRBH-HCOPandCelEqual,
WBGene00010593,WBGene00010593,179328,gsnl-1,K06A4.3,SCIN,85477,33.4,0,228,NotRBH-HCOPandCelEqual,
WBGene00010595,WBGene00010595,179329,haao-1,K06A4.5,HAAO,23498,39.7,0,223,RBH,
WBGene00010600,WBGene00010600,187053,nhr-196,K06B4.5,ESR2,2100,410,0,70.9,OnlyCelToHuman,
WBGene00010601,WBGene00010601,187054,nhr-268,K06B4.6,RARG,5916,331,0,85.5,OnlyCelToHuman,
WBGene00010602,WBGene00010602,187055,nhr-197,K06B4.7,NR2C2,7182,47.059,3.64E-15,76.3,OnlyCelToHuman2,
WBGene00010603,WBGene00010603,187056,nhr-198,K06B4.8,ESRRG,2104,402,0,76.6,OnlyCelToHuman,
WBGene00010604,WBGene00010604,187058,nhr-199,K06B4.10,HNF4A,3172,158,0,74.3,OnlyCelToHuman,
WBGene00010606,WBGene00010606,187068,cyp-13b2,K06G5.2,CYP3A4,1576,26.786,3.40E-52,184,OnlyCelToHuman2,
WBGene00010609,WBGene00010609,172794,dut-1,K07A1.2,DUT,1854,59.172,0,186,RBH,
WBGene00010610,WBGene00010610,172795,,K07A1.3,C19orf54,284325,27.536,0,71.6,RBH,
WBGene00010614,WBGene00010614,187082,cri-1,K07A1.7,HECA,51696,30.392,0,98.2,RBH,
WBGene00010615,WBGene00010615,172800,ate-1,K07A1.9,ATE1,11101,34.737,0,263,RBH,
WBGene00010620,WBGene00010620,172669,,K07A12.1,TCF25,22980,27.456,0,155,RBH,
WBGene00010621,WBGene00010621,172670,egg-6,K07A12.2,LRRC15,131578,28.271,2.91E-31,130,OnlyCelToHuman2,
WBGene00010622,WBGene00010622,172672,,K07A12.4,HBS1L,10767,45.419,0,416,RBH,
WBGene00010625,WBGene00010625,187089,,K07C5.2,AKR1A1,10327,32.404,5.41E-40,142,OnlyCelToHuman2,
WBGene00010626,WBGene00010626,179441,,K07C5.3,LIG3,3980,472,0,140,OnlyCelToHuman,
WBGene00010627,WBGene00010627,179442,nol-56,K07C5.4,NOP56,10528,59.629,0,525,RBH,
WBGene00010628,WBGene00010628,179444,ceeh-2,K07C5.5,EPHX4,253152,37.874,1.58E-73,231,OnlyCelToHuman2,
WBGene00010629,WBGene00010629,179443,,K07C5.6,SLU7,10569,49.324,0,452,RBH,
WBGene00010630,WBGene00010630,187090,ttll-15,K07C5.7,TTLL5,23093,27.517,2.69E-16,82,OnlyCelToHuman2,
WBGene00010631,WBGene00010631,179445,cash-1,K07C5.8,STRN,6801,38.677,0,366,NotRBH-HCOPandCelEqual,
WBGene00010631,WBGene00010631,179445,cash-1,K07C5.8,STRN4,29888,43.544,0,325,NotRBH-HCOPandCelEqual,
WBGene00010631,WBGene00010631,179445,cash-1,K07C5.8,STRN3,29966,39.638,0,372,RBH,
WBGene00010634,WBGene00010634,177832,,K07F5.6,PTPN13,5783,2468,0.000000000133,63.9,OnlyCelToHuman,
WBGene00010636,WBGene00010636,177833,,K07F5.8,PTPRZ1,5803,1990,0,147,OnlyCelToHuman,
WBGene00010637,WBGene00010637,187119,,K07F5.12,TMEM144,55314,30.702,9.50E-59,192,OnlyCelToHuman2,
WBGene00010638,WBGene00010638,177837,,K07F5.14,NOL8,55035,29.63,0.00000263,50.4,RBH,
WBGene00010640,WBGene00010640,3565979,,K07F5.16,DNAJC12,56521,43.956,0,84,RBH,
WBGene00010641,WBGene00010641,172455,crml-1,K07G5.1,CARMIL1,55604,32.684,0,315,RBH,
WBGene00010641,WBGene00010641,172455,crml-1,K07G5.1,CARMIL3,90668,30.638,0,305,NotRBH-HCOPandCelEqual,
WBGene00010641,WBGene00010641,172455,crml-1,K07G5.1,CARMIL2,146206,28.79,0,249,NotRBH-HCOPandCelEqual,
WBGene00010642,WBGene00010642,187121,mks-6,K07G5.3,CC2D2A,57545,22.155,0,152,RBH,
WBGene00010642,WBGene00010642,187121,mks-6,K07G5.3,CC2D2B,387707,25.115,0,94.4,NotRBH-HCOPandCelEqual,
WBGene00010646,WBGene00010646,177953,,K08C7.1,SLC17A5,26503,22.434,2.72E-17,83.6,OnlyCelToHuman2,
WBGene00010661,WBGene00010661,176810,tyr-2,K08E3.1,TYR,7299,26.336,2.74E-11,66.2,OnlyCelToHuman2,
WBGene00010663,WBGene00010663,176812,toca-2,K08E3.3,FNBP1,23048,23.382,0,141,RBH,
WBGene00010664,WBGene00010664,176813,dbn-1,K08E3.4,DBN1,1627,27.536,0,106,NotRBH-HCOPandCelEqual,
WBGene00010664,WBGene00010664,176813,dbn-1,K08E3.4,DBNL,28988,35.885,0,140,RBH,
WBGene00010665,WBGene00010665,176814,,K08E3.5,UGP2,7360,65.121,0,662,RBH,
WBGene00010666,WBGene00010666,178144,,K08E4.2,CPTP,80772,30.994,3.09E-20,84.7,OnlyCelToHuman2,
WBGene00010670,WBGene00010670,178145,,K08E4.6,TMED1,11018,34.597,0,125,NotRBH-HCOPandCelEqual,
WBGene00010670,WBGene00010670,178145,,K08E4.6,TMED5,50999,40,0,152,RBH,
WBGene00010671,WBGene00010671,3564920,eak-7,K08E7.1,TLDC1,57707,37.5,0,151,RBH,
WBGene00010675,WBGene00010675,178213,,K08E7.8,LRRC20,55222,26.667,0,66.6,RBH,
WBGene00010676,WBGene00010676,177879,ctf-18,K08F4.1,CHTF18,63922,28.189,0,255,RBH,
WBGene00010677,WBGene00010677,177880,gtbp-1,K08F4.2,G3BP1,10146,138,0.0000000139,56.6,OnlyCelToHuman,
WBGene00010678,WBGene00010678,177881,,K08F4.3,SSR2,6746,31.694,3.13E-20,82.8,OnlyCelToHuman2,
WBGene00010681,WBGene00010681,174398,mak-1,K08F8.1,MAPKAPK3,7867,42.4,9.80E-104,315,OnlyCelToHuman2,
WBGene00010684,WBGene00010684,187167,,K08F9.1,SLC2A3,6515,27.331,1.65E-52,184,OnlyCelToHuman2,
WBGene00010685,WBGene00010685,180022,aipl-1,K08F9.2,WDR1,9948,41.225,0,457,RBH,
WBGene00010692,WBGene00010692,187176,,K08H2.5,TTBK1,84630,23.695,1.32E-13,71.2,OnlyCelToHuman2,
WBGene00010694,WBGene00010694,3565692,bgnt-1.5,K08H2.9,B4GAT1,11041,24.277,9.42E-13,68.9,OnlyCelToHuman2,
WBGene00010697,WBGene00010697,179395,uda-1,K08H10.4,ENTPD6,955,33.673,0,224,NotRBH-HCOPandCelEqual,
WBGene00010697,WBGene00010697,179395,uda-1,K08H10.4,ENTPD5,957,35.323,0,233,RBH,
WBGene00010698,WBGene00010698,187181,,K08H10.6,SLC2A1,6513,463,0,121,OnlyCelToHuman,
WBGene00010699,WBGene00010699,179394,trpp-6,K08H10.9,TRAPPC6A,79090,50.407,0,131,NotRBH-HCOPandCelEqual,
WBGene00010699,WBGene00010699,179394,trpp-6,K08H10.9,TRAPPC6B,122553,48.201,0,156,RBH,
WBGene00010700,WBGene00010700,181650,nipi-3,K09A9.1,TRIB1,10221,328,0,86.3,OnlyCelToHuman,
WBGene00010701,WBGene00010701,181648,ent-2,K09A9.3,SLC29A1,2030,26.739,7.87E-48,170,OnlyCelToHuman2,
WBGene00010702,WBGene00010702,181647,usp-33,K09A9.4,USP3,9960,32.992,1.31E-40,155,OnlyCelToHuman2,
WBGene00010703,WBGene00010703,181645,,K09A9.6,ASPH,444,33.414,0,278,RBH,
WBGene00010704,WBGene00010704,187182,,K09A11.1,ZBED4,9889,23.671,7.56E-27,116,OnlyCelToHuman2,
WBGene00010705,WBGene00010705,187183,cyp-14a1,K09A11.2,CYP2C8,1558,33.054,9.02E-81,259,OnlyCelToHuman2,
WBGene00010706,WBGene00010706,187184,cyp-14A2,K09A11.3,CYP2E1,1571,474,0,259,OnlyCelToHuman,
WBGene00010707,WBGene00010707,187185,cyp-14A3,K09A11.4,CYP2J2,1573,501,0,258,OnlyCelToHuman,
WBGene00010709,WBGene00010709,187190,nol-9,K09B11.2,NOL9,79707,27.778,0,126,RBH,
WBGene00010712,WBGene00010712,178307,,K09B11.5,FER,2241,30,4.05E-42,162,OnlyCelToHuman2,
WBGene00010713,WBGene00010713,178311,uso-1,K09B11.9,USO1,8615,32.225,0,440,RBH,
WBGene00010716,WBGene00010716,187206,lge-1,K09C8.4,LARGE1,9215,33.92,0,346,NotRBH-HCOPandCelEqual,
WBGene00010716,WBGene00010716,187206,lge-1,K09C8.4,LARGE2,120071,33.906,0,355,RBH,
WBGene00010719,WBGene00010719,175067,,K09E4.1,TTBK1,84630,26.519,2.08E-11,65.5,OnlyCelToHuman2,
WBGene00010720,WBGene00010720,175065,,K09E4.2,ALG3,10195,48.974,0,352,RBH,
WBGene00010721,WBGene00010721,175064,,K09E4.3,NDUFAF5,79133,51.536,0,308,RBH,
WBGene00010722,WBGene00010722,175063,,K09E4.4,NAGLU,4669,34.087,0,380,RBH,
WBGene00010724,WBGene00010724,181654,,K09E9.1,SLC22A4,6583,510,0,94.4,OnlyCelToHuman,
WBGene00010725,WBGene00010725,181652,erv-46,K09E9.2,ERGIC3,51614,42.448,0,331,RBH,
WBGene00010731,WBGene00010731,187255,,K10C3.4,TMEM98,26022,37.895,0.0000000357,52.4,RBH,
WBGene00010732,WBGene00010732,172838,,K10C3.5,EFL1,79631,30.805,0,296,NotRBH-HCOPandCelEqual,
WBGene00010734,WBGene00010734,187256,parn-1,K10C8.1,PARN,5073,25.104,0,117,RBH,
WBGene00010734,WBGene00010734,187256,parn-1,K10C8.1,PNLDC1,154197,24.411,0,105,NotRBH-HCOPandCelEqual,
WBGene00010735,WBGene00010735,187257,frpr-15,K10C8.2,CYSLTR2,57105,228,0.0000000647,53.9,OnlyCelToHuman,
WBGene00010736,WBGene00010736,179737,istr-1,K10C8.3,IST1,9798,59.574,0,228,RBH,
WBGene00010738,WBGene00010738,172452,,K10D3.4,TFPI,7035,267,0,102,OnlyCelToHuman,
WBGene00010741,WBGene00010741,179547,lgc-49,K10D6.1,GABRR2,2570,28.802,4.51E-63,211,OnlyCelToHuman2,
WBGene00010755,WBGene00010755,176441,vglu-2,K10G9.1,SLC17A7,57030,43.074,9.80E-124,375,OnlyCelToHuman2,
WBGene00010757,WBGene00010757,259529,pad-2,K10G9.3,POFUT2,23275,45.387,0,349,RBH,
WBGene00010758,WBGene00010758,175106,vnut-1,K10H10.1,SLC17A9,63910,37.844,0,298,RBH,
WBGene00010759,WBGene00010759,175107,cysl-2,K10H10.2,CBS,875,38.562,2.73E-63,209,OnlyCelToHuman2,
WBGene00010762,WBGene00010762,187285,,K10H10.6,WWOX,51741,36.334,2.13E-51,174,OnlyCelToHuman2,
WBGene00010767,WBGene00010767,173350,blos-9,K11B4.2,BORCS8,729991,31.868,0,59.3,RBH,
WBGene00010768,WBGene00010768,187290,,K11D2.1,RCBTB2,1102,330,0,75.1,OnlyCelToHuman,
WBGene00010769,WBGene00010769,173120,asah-1,K11D2.2,ASAH1,427,38.071,0,319,RBH,
WBGene00010770,WBGene00010770,187291,,K11D2.4,ZNF543,125919,29.07,1.76E-22,100,OnlyCelToHuman2,
WBGene00010771,WBGene00010771,3565891,,K11D2.5,MTERF4,130916,27.083,0.000000000124,61.6,RBH,
WBGene00010772,WBGene00010772,176510,,K11D9.3,SLC22A15,55356,452,0,120,OnlyCelToHuman,
WBGene00010775,WBGene00010775,187297,poml-1,K11E4.3,PON3,5446,354,0,65.5,OnlyCelToHuman,
WBGene00010776,WBGene00010776,181490,pix-1,K11E4.4,ARHGEF7,8874,29.75,0,179,NotRBH-HCOPandCelEqual,
WBGene00010776,WBGene00010776,181490,pix-1,K11E4.4,ARHGEF6,9459,26.868,0,216,RBH,
WBGene00010778,WBGene00010778,176399,gpdh-2,K11H3.1,GPD1,2819,59.28,0,423,RBH,
WBGene00010778,WBGene00010778,176399,gpdh-2,K11H3.1,GPD1L,23171,56.825,0,410,NotRBH-HCOPandCelEqual,
WBGene00010780,WBGene00010780,176398,,K11H3.3,SLC25A1,6576,65.169,0,372,RBH,
WBGene00010784,WBGene00010784,3565640,twk-48,K11H3.7,KCNK18,338567,25.867,0,120,RBH,
WBGene00010785,WBGene00010785,174825,top-2,K12D12.1,TOP2A,7153,59.968,0,1540,RBH,
WBGene00010785,WBGene00010785,174825,top-2,K12D12.1,TOP2B,7155,59.212,0,1512,NotRBH-HCOPandCelEqual,
WBGene00010787,WBGene00010787,174822,,K12D12.5,RNASEH1,246243,40.845,1.56E-06,50.1,OnlyCelToHuman2,
WBGene00010788,WBGene00010788,179626,sulp-4,K12G11.1,SLC26A6,65010,30.311,0,338,NotRBH-HCOPandCelEqual,
WBGene00010789,WBGene00010789,187335,sulp-5,K12G11.2,SLC26A2,1836,34.242,0,347,RBH,
WBGene00010790,WBGene00010790,179627,sodh-1,K12G11.3,ADH4,127,28,3.98E-20,90.1,OnlyCelToHuman2,
WBGene00010791,WBGene00010791,179628,sodh-2,K12G11.4,ADH4,127,26.331,4.82E-20,89.7,OnlyCelToHuman2,
WBGene00010794,WBGene00010794,178387,dld-1,LLC1.3,DLD,1738,72.059,0,705,RBH,
WBGene00010796,WBGene00010796,176307,clip-1,M01A8.2,CLIP1,6249,279,0,70.5,OnlyCelToHuman,
WBGene00010799,WBGene00010799,187357,chil-12,M01B2.6,CHI3L1,1116,358,0,111,OnlyCelToHuman,
WBGene00010800,WBGene00010800,187358,srsx-37,M01B2.7,GPR101,83550,200,0.0000000855,52.8,OnlyCelToHuman,
WBGene00010803,WBGene00010803,187361,,M01B2.10,PHYHIPL,84457,29.961,0,122,RBH,
WBGene00010805,WBGene00010805,173192,,M01E5.2,MTG2,26164,48.209,0,247,RBH,
WBGene00010808,WBGene00010808,173196,sepa-1,M01E5.6,EP300,2033,30.303,8.13E-07,52.4,OnlyCelToHuman2,
WBGene00010809,WBGene00010809,3564813,,M01F1.3,LIAS,11019,58.333,0,415,RBH,
WBGene00010810,WBGene00010810,175457,,M01F1.4,TMEM245,23731,26.218,0,273,RBH,
WBGene00010811,WBGene00010811,175458,hmit-1.3,M01F1.5,SLC2A13,114134,41.86,0,422,RBH,
WBGene00010812,WBGene00010812,187375,mrpl-35,M01F1.6,MRPL35,51318,33.333,0,62,RBH,
WBGene00010813,WBGene00010813,175459,pitp-1,M01F1.7,PITPNM1,9600,32.016,0,389,RBH,
WBGene00010813,WBGene00010813,175459,pitp-1,M01F1.7,PITPNM2,57605,60.674,0,370,NotRBH-HCOPandCelEqual,
WBGene00010815,WBGene00010815,3565369,,M01F1.9,RGP1,9827,29.921,0,142,RBH,
WBGene00010828,WBGene00010828,178236,,M02B1.3,TLCD2,727910,31.278,1.66E-12,66.2,OnlyCelToHuman2,
WBGene00010834,WBGene00010834,181497,mct-3,M03B6.2,SLC16A14,151473,26.173,1.72E-46,171,OnlyCelToHuman2,
WBGene00010838,WBGene00010838,176456,,M03C11.1,STK32B,55351,46.286,0,342,RBH,
WBGene00010838,WBGene00010838,176456,,M03C11.1,STK32A,202374,44.413,0,337,NotRBH-HCOPandCelEqual,
WBGene00010838,WBGene00010838,176456,,M03C11.1,STK32C,282974,44.729,0,336,NotRBH-HCOPandCelEqual,
WBGene00010839,WBGene00010839,176457,chl-1,M03C11.2,DDX11,1663,33.14,0,405,NotRBH-HCOPandCelEqual,
WBGene00010839,WBGene00010839,176457,chl-1,M03C11.2,DDX12P,440081,34.091,0,447,NotRBH-HCOPandCelEqual,
WBGene00010839,WBGene00010839,176457,chl-1,M03C11.2,DDX11L8,100302090,33.776,0,449,RBH,
WBGene00010842,WBGene00010842,176460,ymel-1,M03C11.5,YME1L1,10730,50,0,546,RBH,
WBGene00010844,WBGene00010844,176461,prp-3,M03C11.7,PRPF3,9129,38.79,0,373,RBH,
WBGene00010845,WBGene00010845,176462,,M03C11.8,SMARCAD1,56916,43.791,0,521,RBH,
WBGene00010846,WBGene00010846,178075,,M04B2.2,THUMPD3,25917,35.189,0,230,RBH,
WBGene00010847,WBGene00010847,178073,,M04B2.4,FOXRED1,55572,38.673,0,312,RBH,
WBGene00010850,WBGene00010850,3565716,,M04C3.1,HLTF,6596,608,0.000000000455,63.9,OnlyCelToHuman,
WBGene00010851,WBGene00010851,180274,,M04C3.2,TTF2,8458,24.537,1.48E-07,54.3,OnlyCelToHuman2,
WBGene00010856,WBGene00010856,187438,,M04C9.1,PGPEP1,54858,28.283,4.78E-14,68.2,OnlyCelToHuman2,
WBGene00010857,WBGene00010857,187439,,M04C9.2,PGPEP1,54858,29.208,8.88E-16,73.2,OnlyCelToHuman2,
WBGene00010858,WBGene00010858,187440,,M04C9.3,PGPEP1,54858,34.171,0,112,RBH,
